LON,LAT,VARIABLE,TYPE,NAME,Name_Database,Paper_Database,Code_Proxy,Reference_Proxy,Reference_Proxy_Database
-114.2166667,40.4,natural_proxy,tree_proxy,B14_northamerica_usa_nv053.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA nv053.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-116.7833333,39.18333333,natural_proxy,tree_proxy,B14_northamerica_usa_nv058.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA nv058.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-115.4166667,41.9,natural_proxy,tree_proxy,B14_northamerica_usa_nv061.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA nv061.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-114.2166667,38.95,natural_proxy,tree_proxy,B14_northamerica_usa_nv500.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA nv500.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-115.5333333,40.23333333,natural_proxy,tree_proxy,B14_northamerica_usa_nv512.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA nv512.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
65.4,66.51,natural_proxy,tree_proxy,NTREND_POLx,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,POLx,Schneider et al. (2015),https://ntrenddendro.wordpress.com/tr-data
-115.4333333,39.08333333,natural_proxy,tree_proxy,B14_northamerica_usa_nv515.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA nv515.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-114.2333333,38.93333333,natural_proxy,tree_proxy,B14_northamerica_usa_nv516.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA nv516.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-115.7,36.31666667,natural_proxy,tree_proxy,B14_northamerica_usa_nv517.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA nv517.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-118.4333333,41.3,natural_proxy,tree_proxy,B14_northamerica_usa_nv518.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA nv518.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-118.8,43.98333333,natural_proxy,tree_proxy,B14_northamerica_usa_or009.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA or009.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-120.45,43.58333333,natural_proxy,tree_proxy,B14_northamerica_usa_or060.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA or060.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-118.9166667,42.66666667,natural_proxy,tree_proxy,B14_northamerica_usa_or063.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA or063.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-123.5666667,42,natural_proxy,tree_proxy,B14_northamerica_usa_or081.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA or081.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-121.8333333,44.18333333,natural_proxy,tree_proxy,B14_northamerica_usa_or088.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA or088.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-80.41666667,33.18333333,natural_proxy,tree_proxy,B14_northamerica_usa_sc004.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA sc004.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-79.86666667,33.8,natural_proxy,tree_proxy,B14_northamerica_usa_sc006.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA sc006.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
74.15,51.15,natural_proxy,tree_proxy,NTREND_AG11,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,AG11,Cook et al. (2012),https://ntrenddendro.wordpress.com/tr-data
-111.0666667,39.41666667,natural_proxy,tree_proxy,B14_northamerica_usa_ut508.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA ut508.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-111.9333333,37.71666667,natural_proxy,tree_proxy,B14_northamerica_usa_ut514.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA ut514.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-76.88333333,36.78333333,natural_proxy,tree_proxy,B14_northamerica_usa_va021.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA va021.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-77.13333333,36.78333333,natural_proxy,tree_proxy,B14_northamerica_usa_va025.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA va025.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
15.43,68.47,natural_proxy,tree_proxy,NTREND_FORF,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,FORF,McCarroll et al. (2013),https://ntrenddendro.wordpress.com/tr-data
-121.4666667,47.41666667,natural_proxy,tree_proxy,B14_northamerica_usa_wa056.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA wa056.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-110.5166667,43.7,natural_proxy,tree_proxy,B14_northamerica_usa_wy006.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA wy006.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-106.05,41.13333333,natural_proxy,tree_proxy,B14_northamerica_usa_wy019.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica USA wy019.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
87.5,72.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid1,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid1,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
17.5,67.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid10,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid10,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
7.5,42.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid104,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid104,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
12.5,42.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid105,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid105,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
-117.5,37.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid108,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid108,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
-112.5,37.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid109,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid109,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
22.5,67.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid11,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid11,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
-107.5,37.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid110,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid110,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
17.5,37.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid111,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid111,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
97.5,32.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid113,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid113,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
97.5,27.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid115,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid115,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
27.5,67.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid12,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid12,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
57.5,67.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid16,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid16,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
67.5,67.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid18,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid18,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
72.5,67.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid19,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid19,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
92.5,72.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid2,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid2,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
77.5,67.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid20,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid20,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
82.5,67.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid21,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid21,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
87.5,67.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid22,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid22,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
97.5,67.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid24,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid24,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
112.5,67.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid25,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid25,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
117.5,67.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid26,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid26,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
102.5,72.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid3,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid3,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
137.5,67.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid30,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid30,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
147.5,67.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid31,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid31,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
112.5,72.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid4,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid4,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
12.5,62.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid42,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid42,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
22.5,62.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid44,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid44,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
27.5,62.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid45,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid45,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
117.5,72.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid5,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid5,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
147.5,62.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid53,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid53,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
152.5,62.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid54,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid54,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
157.5,62.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid55,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid55,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
127.5,72.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid6,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid6,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
132.5,72.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid7,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid7,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
-117.5,52.5,natural_proxy,tree_proxy,schweingruber_mxdabd_grid70,Briffa/Schweingruber,https://doi.org/10.1029/2000JD900617,MXDABD grid70,https://crudata.uea.ac.uk/~timo/datapages/mxdtrw.htm#refs,NA
12.3,47.3,natural_proxy,tree_proxy,NTREND_TYR,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,TYR,Schneider et al. (2015),https://ntrenddendro.wordpress.com/tr-data
-79.28333333,48.46666667,natural_proxy,tree_proxy,B14_northamerica_canada_cana106.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica Canada cana106.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-141.38,68.39,natural_proxy,tree_proxy,NTREND_FIRT,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,FIRT,Anchukaitis et al. (2013),https://ntrenddendro.wordpress.com/tr-data
-3.44,57.08,natural_proxy,tree_proxy,NTREND_SCOT,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,SCOT,Rydval et al. (submitted),https://ntrenddendro.wordpress.com/tr-data
17.09,65.95,natural_proxy,tree_proxy,NTREND_TAA,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,TAA,Linderholm et al. (2014),https://ntrenddendro.wordpress.com/tr-data
-114.2166667,49.58333333,natural_proxy,tree_proxy,B14_northamerica_canada_cana136.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica Canada cana136.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
0.5,42.5,natural_proxy,tree_proxy,NTREND_PYR,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,PYR,Dorado-Linan et al. (2012),https://ntrenddendro.wordpress.com/tr-data
22.37,40.09,natural_proxy,tree_proxy,NTREND_MOG,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,MOG,Klesse et al. (2014),https://ntrenddendro.wordpress.com/tr-data
-126.35,50.21666667,natural_proxy,tree_proxy,B14_northamerica_canada_cana175.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica Canada cana175.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
102,72.01,natural_proxy,tree_proxy,NTREND_TAY,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,TAY,Jacoby et al. (2000); Used in D'Arrigo et al. (2006),https://ntrenddendro.wordpress.com/tr-data
88,50,natural_proxy,tree_proxy,NTREND_ALT,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,ALT,Schneider et al (2015),https://ntrenddendro.wordpress.com/tr-data
-97.16666667,49.33333333,natural_proxy,tree_proxy,B14_northamerica_canada_cana194.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Northamerica Canada cana194.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-37.6299,73.9402,natural_proxy,ice_proxy,ISO2k_IC00SC16_bsummer,ISO2k,https://doi.org/10.5194/essd-12-2261-2020,IC00SC16,"WeiSSbach, S., Wegner, A., Opel, T., Oerter, H., Vinther, B. M. and Kipfstuhl, S.: Spatial and temporal oxygen isotope variability in northern Greenland –  implications for a new climate record over the past millennium, Climate of the Past, 12(2), 171–188, doi:10.5194/cp-12-171-2016, 2016.",https://doi.org/10.25921/57j8-vs18
-49.2167,77.2533,natural_proxy,ice_proxy,ISO2k_IC00SC26_bsummer,ISO2k,https://doi.org/10.5194/essd-12-2261-2020,IC00SC26,"WeiSSbach, S., Wegner, A., Opel, T., Oerter, H., Vinther, B. M. and Kipfstuhl, S.: Spatial and temporal oxygen isotope variability in northern Greenland –  implications for a new climate record over the past millennium, Climate of the Past, 12(2), 171–188, doi:10.5194/cp-12-171-2016, 2016.",https://doi.org/10.25921/57j8-vs18
-61.13,77.17,natural_proxy,ice_proxy,ISO2k_IC09VICC_bsummer,ISO2k,https://doi.org/10.5194/essd-12-2261-2020,IC09VICC,"Vinther, B. M., Buchardt, S. L., Clausen, H. B., Dahl-Jensen, D., Johnsen, S. J., Fisher, D. A., Koerner, R. M., Raynaud, D., Lipenkov, V., Andersen, K. K., Blunier, T., Rasmussen, S. O., Steffensen, J. P. and Svensson, A. M.: Holocene thinning of the Greenland ice sheet, Nature, 461(7262), 385–388, doi:10.1038/nature08355, 2009.",https://doi.org/10.25921/57j8-vs18
84.15,51.15,natural_proxy,tree_proxy,NTREND_AG12,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,AG12,Cook et al. (2012),https://ntrenddendro.wordpress.com/tr-data
-70.8333,-13.9333,natural_proxy,ice_proxy,ISO2k_IC13THQU_bsummer,ISO2k,https://doi.org/10.5194/essd-12-2261-2020,IC13THQU,"Thompson, L. G., Mosley-Thompson, E., Davis, M. E., Zagorodnov, V. S., Howat, I. M., Mikhalenko, V. N. and Lin, P.-N.: Annually Resolved Ice Core Records of Tropical Climate Variability over the Past  1800 Years, Science, 340(6135), 945–950, doi:10.1126/science.1234210, 2013.",https://doi.org/10.25921/57j8-vs18
-44,78,natural_proxy,ice_proxy,ISO2k_IC16WE23_bsummer,ISO2k,https://doi.org/10.5194/essd-12-2261-2020,IC16WE23,"WeiSSbach, S., Wegner, A., Opel, T., Oerter, H., Vinther, B. M. and Kipfstuhl, S.: Spatial and temporal oxygen isotope variability in northern Greenland –  implications for a new climate record over the past millennium, Climate of the Past, 12(2), 171–188, doi:10.5194/cp-12-171-2016, 2016.",https://doi.org/10.25921/57j8-vs18
94.15,43.15,natural_proxy,tree_proxy,NTREND_AG4,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,AG4,Cook et al. (2012),https://ntrenddendro.wordpress.com/tr-data
-46,76,natural_proxy,ice_proxy,ISO2k_IC16WENG_bsummer,ISO2k,https://doi.org/10.5194/essd-12-2261-2020,IC16WENG,"WeiSSbach, S., Wegner, A., Opel, T., Oerter, H., Vinther, B. M. and Kipfstuhl, S.: Spatial and temporal oxygen isotope variability in northern Greenland –  implications for a new climate record over the past millennium, Climate of the Past, 12(2), 171–188, doi:10.5194/cp-12-171-2016, 2016.",https://doi.org/10.25921/57j8-vs18
-38.46,72.59,natural_proxy,ice_proxy,ISO2k_IC93BAGI_bsummer,ISO2k,https://doi.org/10.5194/essd-12-2261-2020,IC93BAGI,"Barlow, L. K., White, J. W. C., Barry, R. G., Rogers, J. C. and Grootes, P. M.: The North Atlantic Oscillation signature in deuterium and deuterium excess signals in the Greenland Ice Sheet Project 2 Ice Core, 1840-1970, Geophysical Research Letters, 20(24), 2901–2904, doi:10.1029/93gl03305, 1993.",https://doi.org/10.25921/57j8-vs18
-38.5,72.6,natural_proxy,ice_proxy,ISO2k_IC97GRGI_bsummer,ISO2k,https://doi.org/10.5194/essd-12-2261-2020,IC10VIGI,"Vinther, B. M., Jones, P. D., Briffa, K. R., Clausen, H. B., Andersen, K. K., Dahl-Jensen, D. and Johnsen, S. J.: Climatic signals in multiple highly resolved stable isotope records from Greenland, Quaternary Science Reviews, 29(3-4), 522–538, doi:10.1016/j.quascirev.2009.11.002, 2010.",https://doi.org/10.25921/57j8-vs18
-115,42.5,natural_proxy,tree_proxy,NTREND_IDA,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,IDA,Biondi et al. [1999];  used in Wilson et al. (2007),https://ntrenddendro.wordpress.com/tr-data
99.04,51.15,natural_proxy,tree_proxy,NTREND_OZN,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,OZN,Davi et al. (2015),https://ntrenddendro.wordpress.com/tr-data
94.15,51.15,natural_proxy,tree_proxy,NTREND_AG13,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,AG13,Cook et al. (2012),https://ntrenddendro.wordpress.com/tr-data
-105,38.8,natural_proxy,tree_proxy,ISO2k_TR12BECO_bsummer,ISO2k,https://doi.org/10.5194/essd-12-2261-2020,TR12BECO,"Berkelhammer, M. and Stott, L. D.: Secular temperature trends for the southern Rocky Mountains over the last five centuries, Geophysical Research Letters, 39(17), n/a–n/a, doi:10.1029/2012gl052447, 2012.",https://doi.org/10.25921/57j8-vs18
0.3,45.7333,natural_proxy,tree_proxy,ISO2k_TR16LAAN_bsummer,ISO2k,https://doi.org/10.5194/essd-12-2261-2020,TR16LAAN,"Labuhn, I., Daux, V., Girardclos, O., Stievenard, M., Pierre, M. and Masson-Delmotte, V.: French summer droughts since 1326 CE: a reconstruction based on tree ring cellulose δ18O, Climate of the Past, 12(5), 1101–1117, doi:10.5194/cp-12-1101-2016, 2016.",https://doi.org/10.25921/57j8-vs18
2.6667,48.3833,natural_proxy,tree_proxy,ISO2k_TR16LAFO_bsummer,ISO2k,https://doi.org/10.5194/essd-12-2261-2020,TR16LAFO,"Labuhn, I., Daux, V., Girardclos, O., Stievenard, M., Pierre, M. and Masson-Delmotte, V.: French summer droughts since 1326 CE: a reconstruction based on tree ring cellulose δ18O, Climate of the Past, 12(5), 1101–1117, doi:10.5194/cp-12-1101-2016, 2016.",https://doi.org/10.25921/57j8-vs18
97.033,31.15,natural_proxy,tree_proxy,ISO2k_TR17GRTP_bsummer,ISO2k,https://doi.org/10.5194/essd-12-2261-2020,TR17GRTP,"GrieSSinger, J., Braeuning, A., Helle, G., Hochreuther, P. and Schleser, G.: Late Holocene relative humidity history on the southeastern Tibetan plateau inferred from a tree-ring δ 18 O record: Recent decrease and conditions during the last 1500 years, Quaternary International, 430, 52–59, doi:10.1016/j.quaint.2016.02.011, 2017.",https://doi.org/10.25921/57j8-vs18
82.18,66.42,natural_proxy,tree_proxy,NTREND_MAN,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,MAN,Schneider et al. (2015),https://ntrenddendro.wordpress.com/tr-data
-72.86666667,-46.98333333,natural_proxy,lake_sediment_proxy,GIUB_Plomo_Lake_bsummer,Neukom 2014,https://doi.org/10.1038/nclimate2174,Site name: Lago Plomo,Elbert et al. (2011),NA
146.27,68.77,natural_proxy,tree_proxy,NTREND_YAK,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,YAK,Hughes et al. (1999); Used in D'Arrigo et al. (2006),https://ntrenddendro.wordpress.com/tr-data
104.15,51.15,natural_proxy,tree_proxy,NTREND_AG14,N-TREND,https://doi.org/10.1016/j.quascirev.2015.12.005,AG14,Cook et al. (2012),https://ntrenddendro.wordpress.com/tr-data
-61.13,77.17,natural_proxy,ice_proxy,P2k_Arc-Dansgaard1969_bsummer,PAGES2k,https://doi.org/10.1038/sdata.2017.88,Arc-Dansgaard1969,"Fisher, D.A. et al. 1977",https://doi.org/10.6084/m9.figshare.c.3285353.v2
-38.08,72.1,natural_proxy,ice_proxy,P2k_Arc-GISP2.Grootes.1997_bsummer,PAGES2k,https://doi.org/10.1038/sdata.2017.88,Arc-GISP2.Grootes.1997,"Grootes, P.M. et al. 1997",https://doi.org/10.6084/m9.figshare.c.3285353.v2
147,69.5,natural_proxy,tree_proxy,P2k_Arc-Indigurka.Hughes.1999_bsummer,PAGES2k,https://doi.org/10.1038/sdata.2017.88,Arc-Indigurka.Hughes.1999,"Hughes, M.K. et al. 2013",https://doi.org/10.6084/m9.figshare.c.3285353.v2
24.02,79.83,natural_proxy,ice_proxy,P2k_Arc-Austfonna.Isaksson.2005_bsummer,PAGES2k,https://doi.org/10.1038/sdata.2017.88,Arc-Austfonna.Isaksson.2005,"Isaksson, E. et al. 2011",https://doi.org/10.6084/m9.figshare.c.3285353.v2
-61.35,66.73,natural_proxy,lake_sediment_proxy,P2k_Arc-LakeDonardBa.Moore.2001_bsummer,PAGES2k,https://doi.org/10.1038/sdata.2017.88,Arc-LakeDonardBa.Moore.2001,"Moore, J.J. et al. 2003",https://doi.org/10.6084/m9.figshare.c.3285353.v2
-37.63,73.94,natural_proxy,ice_proxy,P2k_Arc-NGTB16.Fischer.1998_bsummer,PAGES2k,https://doi.org/10.1038/sdata.2017.88,Arc-NGTB16.Fischer.1998,"Schwager, M. et al. 2004",https://doi.org/10.6084/m9.figshare.c.3285353.v2
18.2,66.3,natural_proxy,tree_proxy,P2k_Arc-Arjeplog.Bjorklund.2014_bsummer,PAGES2k,https://doi.org/10.1038/sdata.2017.88,Arc-Arjeplog.Bjorklund.2014,"Bjorklund, J.A. et al. 0",https://doi.org/10.6084/m9.figshare.c.3285353.v2
